image_name,D20,D40,D60,D80,max,lambda,k
1_patch_612_612.jpg,3.045635617,4.633279898,5.481684544,8.365966597,15.71468027,5.522336853,2.439565965
1_patch_816_612.jpg,3.335578753,5.237879724,6.905510607,15.20563054,76.48908596,7.382110155,1.413001956
1_patch_1020_612.jpg,3.424403044,4.097275119,6.729246942,10.10072694,76.48908596,6.96611554,1.593979716
1_patch_1224_612.jpg,3.391838812,4.145740935,6.027047117,8.48326252,76.48908596,6.35858766,2.025106204
1_patch_1428_612.jpg,2.723474468,4.096031872,5.303784327,7.17080145,34.60133825,5.570055955,2.087040621
1_patch_1632_612.jpg,2.256758334,3.339697353,4.29748061,6.397024228,34.60133825,4.600015643,2.023568295
1_patch_1836_612.jpg,2.352209329,3.320158651,4.257784766,6.351380706,24.1662888,4.565791629,2.084989031
1_patch_2040_612.jpg,2.400558371,3.280044315,4.849526938,7.66208768,24.1662888,5.360302913,1.633358485
1_patch_2244_612.jpg,3.113794973,4.47029022,6.77168533,8.721064396,13.54830539,6.642095435,1.802537034
1_patch_2448_612.jpg,2.991614091,4.270574752,5.261182547,6.980565301,13.54830539,5.512957824,2.25331416
1_patch_2652_612.jpg,3.152081451,4.43211779,5.827215075,7.368471543,41.2452299,5.945821799,2.224083686
1_patch_2856_612.jpg,2.964217373,3.723473336,4.972605876,6.697886204,41.2452299,5.173455164,2.260613014
1_patch_3060_612.jpg,2.790315361,3.653753772,5.287151805,7.28045069,17.25848466,5.317960176,1.959324105
1_patch_3264_612.jpg,3.031016377,3.816380648,5.394070394,7.593460869,17.25848466,5.762134099,1.972150054
1_patch_0_816.jpg,2.338496065,3.608167727,4.706842687,7.214129635,42.30511553,5.313802198,1.700232431
1_patch_204_816.jpg,4.415842346,5.739779893,8.519075892,11.56740004,42.30511553,8.16900005,1.801791149
1_patch_408_816.jpg,3.064333801,4.980231554,6.122431886,11.56740004,42.30511553,7.311736493,1.543136193
1_patch_612_816.jpg,2.81522122,4.343126945,5.108975621,11.64587096,28.14576664,5.835163213,1.525300942
1_patch_816_816.jpg,3.215168308,4.444176488,6.00327559,8.960518335,28.14576664,6.226074223,1.792816563
1_patch_1020_816.jpg,3.254122109,4.109828554,5.344355832,8.747076944,28.14576664,5.973435085,2.006565311
1_patch_1224_816.jpg,3.896398458,5.051731128,6.79855157,8.747076944,34.60133825,6.921723308,2.176660683
1_patch_1428_816.jpg,3.555181887,4.383967254,5.812369692,7.772386725,34.60133825,6.098880213,2.275251524
1_patch_1632_816.jpg,3.063138045,3.665923486,5.158895549,6.609109382,34.60133825,5.272994039,2.330214939
1_patch_1836_816.jpg,3.13759962,4.149193228,5.242084441,6.787113745,24.1662888,5.496124538,2.255408365
1_patch_2040_816.jpg,3.497065316,4.616022507,6.811523252,9.446764509,24.1662888,7.135357875,1.882372709
1_patch_2244_816.jpg,3.543236846,4.365443679,6.818909668,9.301624487,18.74349544,6.915687916,1.813287901
1_patch_2448_816.jpg,2.889170974,4.256390556,5.612492449,7.688288613,18.74349544,5.928239435,1.861335953
1_patch_2652_816.jpg,2.652552718,3.208038348,4.545120795,7.615489494,41.2452299,5.219378937,1.756367291
1_patch_2856_816.jpg,2.695323073,3.102115433,3.664649486,6.248673347,41.2452299,3.830714882,3.196943333
1_patch_3060_816.jpg,2.647486297,2.976868696,3.30713285,5.810878826,17.25848466,3.487611028,4.531221574
1_patch_3264_816.jpg,2.721008628,3.079875746,3.684983005,5.815259436,17.25848466,3.694569771,4.219372116
1_patch_0_1020.jpg,3.009833776,4.090277205,4.951386415,9.572287283,42.30511553,5.996671548,1.696833336
1_patch_204_1020.jpg,2.871264078,3.739271298,5.293166639,10.76935494,42.30511553,6.27662299,1.330728003
1_patch_408_1020.jpg,3.053433796,4.987101989,6.978953351,12.15662693,42.45120793,7.873367176,1.301853655
1_patch_612_1020.jpg,3.201652423,4.993872207,5.558155656,12.1517179,42.45120793,6.995738486,1.491470949
1_patch_816_1020.jpg,3.581848806,6.00327559,7.828512298,9.173959726,42.45120793,7.508072608,2.060723121
1_patch_1020_1020.jpg,3.344355027,4.183904063,6.00327559,8.405355705,28.14576664,6.328047104,1.922573139
1_patch_1224_1020.jpg,3.444893589,5.046441933,6.839804887,7.950699092,15.36129828,6.606777922,2.282161698
1_patch_1428_1020.jpg,3.432137704,4.415400283,5.966483145,7.547644067,15.36129828,6.13851323,2.272330185
1_patch_1632_1020.jpg,3.368872912,4.375987667,5.783864619,7.395387032,21.42152885,5.913600277,2.324330559
1_patch_1836_1020.jpg,3.704674663,4.829577764,6.197795406,8.387792473,21.42152885,6.613853492,2.343873123
1_patch_2040_1020.jpg,3.748023752,5.234984447,7.14359299,8.872184866,11.82162309,7.142416036,2.083289273
1_patch_2244_1020.jpg,3.543236846,4.56586857,6.818909668,9.234108633,34.25490426,6.963336613,1.762871375
1_patch_2448_1020.jpg,3.104581027,4.249812107,6.846946768,11.52743012,34.25490426,7.609699188,1.430113488
1_patch_2652_1020.jpg,2.794137403,3.205052339,4.326383403,8.078258143,41.2452299,4.895658916,1.843338121
1_patch_2856_1020.jpg,2.786554708,3.089757858,3.55592664,5.000398593,41.2452299,3.787416826,3.318877468
1_patch_3060_1020.jpg,2.774298659,3.079875746,3.638038629,4.842179903,20.48901682,3.782448128,3.765007411
1_patch_3264_1020.jpg,2.729415122,3.079875746,3.663106949,5.924420422,20.48901682,3.863424402,3.553643724
1_patch_0_1224.jpg,1.876812794,2.923228806,4.182929313,6.626801292,17.38875864,4.653290504,1.454856799
1_patch_204_1224.jpg,2.099484509,3.009833776,4.149927954,6.315233592,16.87294764,4.435903844,1.772732562
1_patch_408_1224.jpg,2.417296557,3.072419961,4.718019215,6.569198685,42.45120793,4.821502397,1.798238787
1_patch_612_1224.jpg,2.80747276,3.429277612,5.159635537,7.255469572,42.45120793,5.465510037,1.806562704
1_patch_816_1224.jpg,4.629661352,6.565916011,8.405355705,16.30876805,42.45120793,9.384995799,1.487323029
1_patch_1020_1224.jpg,4.562338749,6.613571369,8.074174053,10.71358793,28.14576664,8.361069154,1.962575402
1_patch_1224_1224.jpg,3.474235295,5.830565654,7.184063262,8.533635554,30.54699765,7.361776869,2.172243415
1_patch_1428_1224.jpg,3.100126285,3.962932108,6.636516789,7.948217945,30.54699765,6.433118314,1.767134612
1_patch_1632_1224.jpg,3.174053894,3.940119406,5.993837753,7.55549633,30.54699765,6.162018198,1.990798879
1_patch_1836_1224.jpg,4.177518494,5.626583133,7.534140753,9.404428881,21.42152885,7.61203648,2.072731687
1_patch_2040_1224.jpg,3.742253511,4.712165583,5.826992927,8.507258147,11.82162309,6.319578847,2.234645403
1_patch_2244_1224.jpg,2.882288128,3.884140058,4.796119342,5.901465943,34.25490426,4.878091595,2.654070344
1_patch_2448_1224.jpg,2.89729644,3.64573749,5.424424601,11.6170867,34.25490426,6.313242278,1.405526652
1_patch_2652_1224.jpg,2.68487359,3.200288757,4.804229221,9.069854506,15.23729736,5.839825141,1.406521839
1_patch_2856_1224.jpg,2.774298659,2.99180113,4.214462202,8.115705863,15.23729736,5.008467561,1.617098644
1_patch_3060_1224.jpg,2.875482873,3.230548443,4.268713561,7.652450572,20.48901682,4.409233916,2.820572717
1_patch_3264_1224.jpg,2.972061827,3.580018054,4.369173415,6.230193089,20.48901682,4.600339999,2.922405639
1_patch_0_1428.jpg,2.199421534,3.372702153,4.611293142,7.228564338,17.38875864,5.076710332,1.57372881
1_patch_204_1428.jpg,2.309708047,3.31682451,4.792671154,7.169286116,16.87294764,5.15893711,1.719848775
1_patch_408_1428.jpg,2.738469208,3.320141002,4.792671154,7.218892937,13.7544283,5.164220237,1.954660078
1_patch_612_1428.jpg,3.072419961,3.7730822,6.497143258,7.509334852,15.00574602,6.124922147,1.843510831
1_patch_816_1428.jpg,3.688054586,6.183514232,7.315263181,9.528383541,25.91602257,7.730885613,2.003015026
1_patch_1020_1428.jpg,5.314458045,7.951343176,9.345162046,10.41782171,25.91602257,9.166487009,2.907176414
1_patch_1224_1428.jpg,4.900788954,6.548880817,8.074174053,10.41782171,30.54699765,8.367095649,2.539800565
1_patch_1428_1428.jpg,4.358834215,6.004230603,7.186453893,10.34684836,30.54699765,7.942484198,2.155039123
1_patch_1632_1428.jpg,4.1291999,4.853689896,6.238833681,8.54113011,30.54699765,6.458167577,2.397137449
1_patch_1836_1428.jpg,3.462776703,4.871084818,6.824177204,9.503194079,19.10462897,7.202438463,1.732870347
1_patch_2040_1428.jpg,2.775866144,4.599557817,5.501198814,8.543510898,14.75158875,6.035453932,1.880802023
1_patch_2244_1428.jpg,2.505596366,2.810921835,4.079395191,5.621369069,43.32535206,4.235168423,2.170525085
1_patch_2448_1428.jpg,2.385997616,2.807445253,3.571535493,9.316910711,43.32535206,3.853309228,2.31961177
1_patch_2652_1428.jpg,3.669687923,6.322995427,8.992485218,12.47037655,43.32535206,8.980211631,1.62915942
1_patch_2856_1428.jpg,3.014672966,4.445163355,6.903636032,9.437446539,24.32108677,6.978768893,1.698250093
1_patch_3060_1428.jpg,3.167701041,4.017885462,4.776264745,8.008893371,24.32108677,5.617615851,2.092838889
1_patch_3264_1428.jpg,2.99180113,3.719374632,4.435979843,6.914027676,24.32108677,4.926371327,2.496766312
1_patch_0_1632.jpg,3.548568598,5.047526453,6.267331167,9.130811869,16.87294764,6.732230196,2.165803899
1_patch_204_1632.jpg,3.487322312,4.892251544,5.981954873,8.63105857,16.87294764,6.478791396,2.311965777
1_patch_408_1632.jpg,3.246617844,4.323653802,5.742103923,7.254235257,34.69366855,5.837270853,2.399750102
1_patch_612_1632.jpg,3.511393948,4.583738637,7.111095611,8.746985171,34.69366855,6.756861167,2.077218718
1_patch_816_1632.jpg,3.635444857,4.86887099,6.184092607,9.091097813,34.69366855,6.449713013,2.120888957
1_patch_1020_1632.jpg,3.910448431,5.137534016,7.230436758,9.575612033,25.91602257,7.222440978,2.158727443
1_patch_1224_1632.jpg,4.466763446,5.725696759,7.165266891,9.32734443,30.54699765,7.184806768,2.643747819
1_patch_1428_1632.jpg,4.472689366,5.766961589,7.985363141,9.721078258,30.92901499,7.814290356,2.27312918
1_patch_1632_1632.jpg,3.673736405,4.41872475,5.080839672,13.60597897,30.92901499,7.18464726,1.249220913
1_patch_1836_1632.jpg,2.765795064,3.692888332,4.883583303,9.317700142,19.10462897,4.940803362,2.32941622
1_patch_2040_1632.jpg,2.76487413,3.699272308,4.927525936,8.911229183,22.00050029,5.274677704,2.003650314
1_patch_2244_1632.jpg,2.545485743,3.009495717,3.466622673,5.394615005,43.32535206,3.905212601,2.763136665
1_patch_2448_1632.jpg,2.410877752,2.778189267,3.385426434,6.161807278,43.32535206,3.521840576,3.370626223
1_patch_2652_1632.jpg,3.479225292,5.745666205,8.334900701,14.00293959,43.32535206,8.734637979,1.479422508
1_patch_2856_1632.jpg,4.178091492,6.665049037,8.773290379,14.04232071,24.32108677,9.300264462,1.704031086
1_patch_3060_1632.jpg,3.603064817,4.018519223,5.083307058,8.756962847,24.32108677,6.192975211,1.887900259
1_patch_3264_1632.jpg,3.262557677,4.010114144,5.281730628,8.429302035,24.32108677,5.902690775,2.024999732
1_patch_0_1836.jpg,3.580838204,5.212330433,6.234201147,9.692555939,14.40352913,7.082699013,2.042506467
1_patch_204_1836.jpg,4.170284946,5.294732423,6.653800511,9.139437046,14.40352913,7.044705458,2.293198842
1_patch_408_1836.jpg,3.530445073,4.594549225,5.783397896,7.859385663,34.69366855,6.190719066,2.410680555
1_patch_612_1836.jpg,3.596958614,4.531187608,6.526764283,7.509334852,35.13918391,6.340362867,2.243019005
1_patch_816_1836.jpg,3.507216212,4.358531737,5.923445268,7.192917999,35.13918391,5.82367297,2.532889876
1_patch_1020_1836.jpg,3.485914017,4.480679112,5.968520561,8.672583152,35.13918391,6.2307955,2.217141634
1_patch_1224_1836.jpg,3.66245527,5.137534016,6.128148201,8.704990035,25.91602257,6.610131305,2.47294834
1_patch_1428_1836.jpg,4.757961654,6.144229203,7.148974425,10.36574576,30.92901499,7.954649401,2.48539495
1_patch_1632_1836.jpg,3.22231282,4.585937358,5.718149398,9.052223937,30.92901499,6.194568257,1.892817655
1_patch_1836_1836.jpg,2.705682292,3.251665821,4.510859815,6.637428325,13.88548394,4.656752956,2.14478198
1_patch_2040_1836.jpg,2.57460788,3.076249011,4.046910717,10.01374658,24.61690466,4.347781076,2.283321232
1_patch_2244_1836.jpg,2.624632977,3.072689527,3.437416694,5.803097145,24.61690466,3.706206178,3.536743878
1_patch_2448_1836.jpg,2.663462978,3.286963663,6.533965267,12.35264824,24.61690466,7.035513234,1.130995918
1_patch_2652_1836.jpg,3.356584863,6.010383093,7.957281532,11.07877332,15.19420265,8.146392566,1.775366047
1_patch_2856_1836.jpg,3.816524648,5.890852552,8.051125712,12.63683915,24.32108677,8.50888873,1.692572627
1_patch_3060_1836.jpg,3.744908919,4.090107614,6.061476304,9.277539646,24.32108677,6.51633543,1.981179671
1_patch_3264_1836.jpg,3.684216353,4.314054341,7.213429272,11.67363251,24.32108677,8.170898387,1.488448732
1_patch_0_2040.jpg,3.559312379,4.748048769,5.979667622,9.136655141,14.40352913,6.624468091,2.054420542
1_patch_204_2040.jpg,3.631729189,4.748048769,5.820482498,8.819628043,18.41229918,6.428926972,2.315398003
1_patch_408_2040.jpg,3.483723167,4.165446816,5.720000045,6.871783056,18.41229918,5.615968557,2.433121627
1_patch_612_2040.jpg,3.169929387,3.667260038,4.830623083,6.758656825,35.13918391,5.210402484,2.283692145
1_patch_816_2040.jpg,3.061215943,3.641536744,4.386914145,6.058671148,35.13918391,4.821045193,2.558650688
1_patch_1020_2040.jpg,2.764419006,3.592221654,4.749450425,6.106909753,35.13918391,4.890524048,2.179574014
1_patch_1224_2040.jpg,3.173135927,3.766204303,5.402737525,8.016127748,21.38658088,5.640009591,1.981663819
1_patch_1428_2040.jpg,4.662649681,6.131364401,7.096819139,11.38553917,21.38658088,8.232106544,1.786848898
1_patch_1632_2040.jpg,3.348827738,4.679152382,6.721018216,9.052223937,16.40598895,6.625298074,2.020881246
1_patch_1836_2040.jpg,3.018282449,3.362494187,4.668817945,7.575282588,16.54047603,5.671026152,1.706281102
1_patch_2040_2040.jpg,2.99624609,3.35224435,6.71768969,11.92857389,24.61690466,6.84303012,1.229231094
1_patch_2244_2040.jpg,3.007264269,3.362561893,4.039568585,10.76810109,24.61690466,5.981505783,1.359194848
1_patch_2448_2040.jpg,2.885698951,3.431155514,6.263420556,10.53251531,24.61690466,6.268974405,1.408460673
1_patch_2652_2040.jpg,3.182444336,4.408317324,6.658181846,9.219267159,14.75266761,6.817267607,1.783335869
1_patch_2856_2040.jpg,3.356618262,4.511480236,5.938311682,8.833916737,23.04160206,6.431060607,1.929390057
1_patch_3060_2040.jpg,3.359272992,4.090107614,4.895916184,7.839835522,23.04160206,5.288550869,2.81789123
1_patch_3264_2040.jpg,3.783447574,6.250966698,11.57340649,14.14451543,23.04160206,10.52592235,1.397411461
1_patch_0_2244.jpg,2.089787463,3.311941829,4.679033444,7.31403852,15.79831579,5.117677848,1.67724989
1_patch_204_2244.jpg,3.659870607,4.607863872,5.776043321,8.616391753,18.41229918,6.350143436,2.300414707
1_patch_408_2244.jpg,3.556543287,4.339765282,5.734452788,6.872311848,19.95174121,5.776155065,2.556795164
1_patch_612_2244.jpg,3.569140183,4.207659191,5.738115947,7.240994714,35.13918391,5.676852945,2.346903738
1_patch_816_2244.jpg,3.503975142,3.79614434,5.709308438,9.962997599,35.13918391,5.605417429,2.201792806
1_patch_1020_2244.jpg,2.688772429,3.540285181,4.859479984,6.25686539,35.13918391,5.091376351,1.991935476
1_patch_1224_2244.jpg,2.97501831,3.658795841,5.834975653,7.837553893,21.38658088,5.804913501,1.864401155
1_patch_1428_2244.jpg,4.115675529,6.02865612,6.390561701,12.15173123,35.53865969,7.600348065,1.751837005
1_patch_1632_2244.jpg,4.614643148,6.876172663,7.010041386,9.788648627,35.53865969,7.88294222,2.349071291
1_patch_1836_2244.jpg,3.348827738,4.243509354,6.100649246,7.462234347,16.54047603,6.017654899,2.228887284
1_patch_2040_2244.jpg,3.32942556,4.015234098,6.279457207,9.49286869,32.54870292,6.413445126,1.822564136
1_patch_2244_2244.jpg,3.21604313,4.000549834,6.279457207,10.30917033,32.54870292,6.57257392,1.631088923
1_patch_2448_2244.jpg,10.07766481,11.64715515,19.82487846,30.96234327,48.51820483,18.37897585,1.212432457
1_patch_2652_2244.jpg,4.835913017,6.938286929,8.682648648,10.30509006,48.51820483,8.618871178,2.31723603
1_patch_2856_2244.jpg,3.868624949,4.895916184,7.144899936,8.99525612,48.51820483,7.201797163,1.959833305
1_patch_3060_2244.jpg,3.451785216,4.550580004,5.130792205,7.339656662,31.47702627,5.578496324,2.685099799
1_patch_3264_2244.jpg,4.298302933,6.078603511,7.761171787,12.83958514,31.47702627,8.363938974,1.834397905
1_patch_0_2448.jpg,2.038238048,3.193984418,4.525269767,7.381840995,17.50261222,4.94044417,1.657136863
1_patch_204_2448.jpg,3.553010184,4.230645492,5.548985575,8.468660792,17.50261222,6.014570016,2.15527399
1_patch_408_2448.jpg,3.365994663,3.800431162,5.236539808,7.262769204,19.95174121,5.436176275,2.421153371
1_patch_612_2448.jpg,2.854052886,3.646077671,4.831578165,6.69933114,21.14123089,5.096260655,2.227341686
1_patch_816_2448.jpg,2.565667252,3.500704303,4.950100508,7.23879641,21.14123089,5.085870997,1.955070268
1_patch_1020_2448.jpg,2.503366519,3.148383099,4.776248259,6.172601319,24.92671053,4.799375753,2.080494733
1_patch_1224_2448.jpg,2.945472161,4.387622858,5.539310789,7.517634885,24.92671053,5.652812831,2.404340633
1_patch_1428_2448.jpg,3.286912769,4.290628486,5.495923144,6.804592305,35.53865969,5.489964828,2.489076841
1_patch_1632_2448.jpg,4.490892382,4.694654036,6.876172663,9.370304104,35.53865969,6.894586393,2.208589357
1_patch_1836_2448.jpg,4.066654319,4.7894315,6.833625529,9.195793586,18.0226563,6.991799481,2.262630719
1_patch_2040_2448.jpg,4.066654319,4.7894315,7.439855007,9.872032734,34.31089161,7.437135085,1.986049895
1_patch_2244_2448.jpg,3.559281438,5.167313312,7.484709776,19.0179601,34.31089161,7.268026239,1.611689438
1_patch_2448_2448.jpg,3.683254994,4.711574202,9.60216859,32.54870292,48.51820483,8.283698291,1.375240361
1_patch_2652_2448.jpg,3.110919652,3.842511473,5.627249479,9.078978058,48.51820483,5.81239361,1.845214154
1_patch_2856_2448.jpg,3.33653063,5.254192762,8.517794704,20.23908479,48.51820483,8.299978599,1.405447565
1_patch_3060_2448.jpg,3.982235368,5.326140916,7.20309041,8.730184371,31.47702627,6.989024356,2.248166307
1_patch_3264_2448.jpg,4.868403653,5.982006135,7.912344053,8.579021616,31.47702627,7.582741085,2.613538351
1_patch_0_2652.jpg,2.740227434,3.446445316,5.711248839,9.758147267,30.6315978,6.609979918,1.302833083
1_patch_204_2652.jpg,3.107973179,3.877209735,7.578430598,10.1252356,17.50261222,7.339441209,1.476318484
1_patch_408_2652.jpg,2.829036531,3.628385535,5.260065379,10.2018072,17.81374446,6.20472182,1.509123205
1_patch_612_2652.jpg,2.840702045,3.525959602,4.948298363,6.676990391,21.14123089,5.246868395,2.140643013
1_patch_816_2652.jpg,2.823203774,3.183549399,4.941089786,6.474674664,21.14123089,5.057144766,2.017399167
1_patch_1020_2652.jpg,2.969541051,4.265628742,5.356716269,6.903805866,24.92671053,5.361442869,2.182251319
1_patch_1224_2652.jpg,3.205470812,4.257295494,5.452535499,6.853916618,24.92671053,5.349453669,2.579393021
1_patch_1428_2652.jpg,3.206661331,4.135982097,4.457873936,6.274550481,11.40807521,4.990708843,2.907149466
1_patch_1632_2652.jpg,3.93416611,4.594505577,6.578750272,8.664854816,18.0226563,6.385149819,2.211755702
1_patch_1836_2652.jpg,3.926596529,4.61803085,5.960296389,7.849119973,18.0226563,6.091613083,2.665978382
1_patch_2040_2652.jpg,3.960594803,4.624978308,5.297376668,8.497751513,34.31089161,5.799289711,3.020017417
1_patch_2244_2652.jpg,3.585913617,4.659834789,5.454250523,10.56226703,34.31089161,5.466678077,3.062229526
1_patch_2448_2652.jpg,3.575905704,4.583204748,5.092728931,5.731303382,34.31089161,5.074608445,4.299361733
1_patch_2652_2652.jpg,3.315620907,4.557287908,5.222062879,5.898558759,13.35735967,5.226279619,3.468055375
1_patch_2856_2652.jpg,3.596573903,4.939892092,5.486403166,8.305405037,22.89831384,5.879069855,2.51961497
1_patch_3060_2652.jpg,3.982235368,5.326140916,5.982006135,8.199210204,22.89831384,6.339634856,2.663921558
1_patch_3264_2652.jpg,4.285018825,5.056152398,6.078603511,8.075200392,20.81760178,6.468623233,2.853468416
1_patch_0_2856.jpg,4.160433517,5.350269338,9.163655969,14.21378782,30.6315978,9.531175222,1.532292272
1_patch_204_2856.jpg,3.253192839,4.511267539,7.439294136,10.26648305,21.10989044,7.319698533,1.512432025
1_patch_408_2856.jpg,2.815026726,3.753025712,5.852319936,11.2589099,21.10989044,6.961316308,1.312840487
1_patch_612_2856.jpg,2.823203774,3.281042571,4.711574202,6.474674664,17.37410807,4.777067869,2.257798428
1_patch_816_2856.jpg,2.81913998,3.246774708,4.776346646,6.778148254,18.41869459,5.018795692,1.927466603
1_patch_1020_2856.jpg,2.922435304,3.863946404,4.86252991,6.878861242,18.41869459,5.047227674,2.176923538
1_patch_1224_2856.jpg,3.116593472,3.978210974,4.421313048,6.143250881,9.066791671,4.770351988,2.909146498
1_patch_1428_2856.jpg,3.205470812,3.958987092,4.319644144,5.45837021,10.81037888,4.440299203,3.781894905
1_patch_1632_2856.jpg,3.006140878,3.883293089,4.606268214,5.973478836,18.0226563,4.565571551,3.146912755
